Region,Season,Production Volume (Tonnes),Cultivated Area (Hectares),Yield (kg/ha),Irrigation Coverage (%),Seed Type,Fertilizer Usage (kg/ha),Pesticide Usage (L/ha),Storage Availability,Rainfall (mm),Temperature (°C),Humidity (%),Labor Availability,Wholesale Price (₹/kg),Retail Price (₹/kg),Domestic Consumption (Tonnes),Export Volume (Tonnes),Processing Demand (Tonnes),Transportation Cost (₹/tonne)
Karnataka,Rabi,14952,1953,7980,62,Non-Hybrid,300,6,Cold,128,25,69,166,20,26,267989,8428,8469,1128
Maharashtra,Kharif,14487,1516,7220,73,Hybrid,202,4,Cold,129,25,56,120,14,26,345335,10462,12363,910
Tamil Nadu,Kharif,23000,2726,6447,61,Hybrid,209,7,General,154,28,57,151,15,28,338360,8573,13428,974
Uttar Pradesh,Rabi,20437,2593,8054,82,Hybrid,280,4,Cold,170,29,59,114,16,20,339378,7552,10162,1192
Madhya Pradesh,Kharif,14570,2619,7393,73,Hybrid,274,7,General,139,27,64,175,14,24,394815,6659,13025,1052
West Bengal,Rabi,21594,1340,6416,90,Non-Hybrid,303,4,General,177,27,62,121,20,20,250691,8460,9339,1168
Gujarat,Kharif,17527,1773,7653,78,Non-Hybrid,203,7,General,99,25,71,104,17,22,317906,9322,13318,1078
Maharashtra,Rabi,21936,2997,7893,89,Hybrid,303,7,Cold,145,24,71,152,15,28,337830,8756,11622,1013
Gujarat,Rabi,13876,1515,6778,87,Hybrid,296,5,Cold,107,24,69,169,19,26,327294,9409,8964,931
Maharashtra,Rabi,22307,1272,6457,76,Non-Hybrid,295,5,Cold,80,30,66,175,16,25,289072,8529,9359,1175
Maharashtra,Kharif,18352,2393,7907,83,Non-Hybrid,293,4,General,112,25,71,149,19,26,338627,5201,10017,1000
Punjab,Kharif,20221,1672,6685,85,Hybrid,302,5,Cold,109,24,55,102,15,25,272852,5446,14338,1188
Andhra Pradesh,Kharif,15002,1603,8217,86,Hybrid,234,6,General,130,30,69,130,16,24,275318,7199,11933,1181
Tamil Nadu,Rabi,21804,2542,6296,89,Hybrid,235,5,General,170,28,50,185,14,26,346772,7380,11873,962
Uttar Pradesh,Rabi,24536,2440,6109,67,Hybrid,284,5,General,146,26,53,181,12,20,347538,10543,9561,1020
Tamil Nadu,Kharif,12195,1934,7844,68,Hybrid,284,6,Cold,93,27,73,170,13,23,301628,6651,9326,1022
Maharashtra,Kharif,10068,2466,7747,89,Hybrid,318,6,Cold,141,26,51,105,13,20,351586,6017,14907,1080
Madhya Pradesh,Rabi,21555,2287,6470,81,Non-Hybrid,301,5,General,175,24,73,169,17,20,305815,6269,12336,934
Punjab,Rabi,22436,1458,7053,80,Non-Hybrid,219,5,Cold,171,26,70,157,17,26,297567,8442,14432,1084
Gujarat,Kharif,11710,2823,7579,82,Hybrid,248,4,Cold,95,27,73,161,13,23,382134,5013,12705,1105
Madhya Pradesh,Kharif,13187,1431,7865,89,Hybrid,273,7,General,143,29,73,172,13,30,296441,7648,12699,956
Tamil Nadu,Rabi,23843,2981,6165,85,Hybrid,200,6,Cold,91,25,75,176,19,25,373982,11620,14882,1144
Karnataka,Kharif,21384,1218,6040,75,Hybrid,307,6,Cold,173,28,72,112,13,29,371942,10199,12215,1021
Andhra Pradesh,Rabi,24070,2047,6314,78,Non-Hybrid,228,6,Cold,136,29,70,131,13,29,255081,5644,10946,1083
Uttar Pradesh,Kharif,20953,2099,7076,75,Non-Hybrid,246,6,Cold,124,28,58,187,18,20,399013,9046,13581,1011
Andhra Pradesh,Kharif,13138,2410,7863,95,Non-Hybrid,308,4,General,167,30,52,187,16,28,276153,6205,8744,1109
Madhya Pradesh,Rabi,15354,2393,6773,81,Non-Hybrid,272,4,General,136,28,74,110,20,23,399575,9985,11748,1121
Gujarat,Rabi,22346,2302,7596,86,Non-Hybrid,273,7,Cold,163,30,67,123,15,21,317291,5755,12582,1122
Uttar Pradesh,Kharif,13882,2542,6990,83,Non-Hybrid,259,7,General,179,24,71,157,13,27,364504,7791,9142,1045
Andhra Pradesh,Rabi,23623,2615,6640,60,Non-Hybrid,316,7,Cold,165,27,51,114,17,24,382887,9467,8349,923
Punjab,Kharif,21858,2596,8082,75,Hybrid,274,7,General,178,28,61,167,19,30,336301,10417,13984,1012
Tamil Nadu,Kharif,10896,2999,7682,92,Hybrid,202,7,General,83,30,61,193,13,23,336980,7705,12637,1196
Tamil Nadu,Kharif,23699,1595,6305,62,Hybrid,263,7,Cold,169,30,56,150,14,24,359096,7018,9833,1154
Andhra Pradesh,Rabi,13528,2741,7414,70,Hybrid,301,6,Cold,82,28,55,188,12,24,387908,5252,13976,1163
West Bengal,Rabi,12541,2172,6518,80,Hybrid,262,4,Cold,166,28,73,116,17,30,353786,8583,10902,929
Uttar Pradesh,Kharif,15091,2226,7799,94,Hybrid,230,7,Cold,176,29,66,140,17,30,261592,10861,13286,1113
Rajasthan,Rabi,18569,1972,6124,80,Hybrid,309,4,Cold,142,24,65,178,14,30,353114,8832,10867,938
Rajasthan,Kharif,16624,1750,6700,61,Non-Hybrid,257,4,General,96,30,74,148,16,28,358073,6254,11301,1023
West Bengal,Kharif,24660,1584,7880,60,Hybrid,231,5,Cold,156,30,56,141,20,26,317579,7915,13477,1131
Karnataka,Kharif,14004,1582,7667,67,Hybrid,310,4,General,174,27,59,141,13,25,338515,8275,10112,930
Madhya Pradesh,Kharif,13095,2567,6361,86,Non-Hybrid,279,5,General,162,25,52,102,19,28,355640,10230,11645,1091
Tamil Nadu,Rabi,24390,2963,7026,65,Hybrid,227,5,Cold,151,27,60,179,13,26,359057,7715,10368,1001
Gujarat,Kharif,21123,2910,6966,95,Hybrid,272,5,Cold,123,29,56,117,13,28,319228,6705,13912,1067
Karnataka,Rabi,18695,1285,6063,81,Non-Hybrid,233,4,General,80,26,68,143,13,29,294116,10280,10849,1108
Andhra Pradesh,Kharif,11562,1496,6350,66,Hybrid,202,4,General,179,28,59,188,15,22,277466,7276,11100,1068
Punjab,Kharif,15046,1710,8275,74,Non-Hybrid,306,4,General,158,30,59,145,17,28,285886,10940,8794,1102
Maharashtra,Rabi,12994,2276,7210,83,Hybrid,262,7,Cold,138,24,59,154,19,20,274238,8722,9805,901
Tamil Nadu,Rabi,23309,2661,7002,78,Non-Hybrid,293,6,Cold,167,26,53,138,20,30,350599,8840,11204,995
Tamil Nadu,Rabi,22316,2485,6595,69,Non-Hybrid,249,5,Cold,87,26,70,108,17,24,343154,5648,9066,921
Madhya Pradesh,Rabi,13458,2781,8074,62,Hybrid,274,5,General,166,24,62,125,16,23,265322,7252,9746,919
Maharashtra,Rabi,21786,1945,6474,92,Non-Hybrid,227,5,Cold,94,29,56,136,17,27,297439,10950,13991,1107
Maharashtra,Kharif,23099,1346,7206,74,Non-Hybrid,210,4,Cold,83,30,55,115,17,25,357756,8389,8095,1079
Maharashtra,Kharif,13370,1885,7443,71,Non-Hybrid,305,5,General,173,29,50,158,20,30,299962,5028,10197,1132
Punjab,Kharif,13722,2422,7972,90,Hybrid,224,6,General,81,25,73,146,18,29,273822,11039,11726,1009
Uttar Pradesh,Rabi,16366,2859,7383,75,Non-Hybrid,240,4,General,96,24,64,190,13,20,389996,9726,13193,1192
Tamil Nadu,Rabi,20162,2049,6943,82,Hybrid,288,7,Cold,135,25,57,154,13,22,378252,8548,14120,1066
Karnataka,Rabi,10401,2114,6303,92,Hybrid,218,4,Cold,171,26,58,197,15,26,294247,9049,14733,1034
Punjab,Kharif,14356,2229,6274,94,Hybrid,318,4,Cold,114,28,62,179,19,22,287078,6994,10780,1194
Uttar Pradesh,Rabi,11489,1679,6770,82,Non-Hybrid,297,6,General,133,25,50,183,13,26,300534,10882,11097,1196
Rajasthan,Rabi,21687,1734,6073,84,Hybrid,259,6,Cold,169,29,67,167,12,28,255323,8544,13505,1196
Andhra Pradesh,Rabi,21536,2358,6227,82,Non-Hybrid,234,6,Cold,155,27,74,127,17,29,296024,7956,12271,1128
Gujarat,Rabi,21703,2284,6961,91,Hybrid,319,4,General,142,27,66,175,17,23,277852,6921,10632,1098
West Bengal,Rabi,17784,2062,8109,63,Non-Hybrid,230,5,General,126,27,75,134,13,26,375507,5732,11771,1163
Andhra Pradesh,Kharif,16532,2066,6610,94,Non-Hybrid,297,4,Cold,86,30,62,184,14,22,376769,5533,9786,940
Gujarat,Kharif,22542,1848,6378,73,Non-Hybrid,207,4,Cold,112,27,66,134,19,30,274544,10510,12347,1013
Gujarat,Rabi,17619,2907,6663,94,Hybrid,281,7,General,158,26,66,114,14,29,363672,6327,11111,1045
Uttar Pradesh,Kharif,13398,2426,7431,84,Hybrid,250,4,General,114,28,57,173,15,20,262600,7224,8211,1091
Uttar Pradesh,Rabi,16842,1444,7442,60,Hybrid,259,6,Cold,141,27,68,186,12,21,317136,8327,13158,1050
Tamil Nadu,Rabi,11525,1362,7441,88,Non-Hybrid,250,4,General,111,24,58,165,19,23,333995,7080,10866,1019
Maharashtra,Kharif,20402,2104,6320,70,Hybrid,286,4,Cold,179,25,66,173,16,28,370427,10878,8310,953
Tamil Nadu,Rabi,16640,2651,7415,70,Hybrid,307,6,General,163,24,65,156,12,20,374272,7147,11374,922
Gujarat,Kharif,11294,1525,6628,63,Non-Hybrid,252,7,Cold,81,30,70,161,17,27,257061,8458,13919,1021
Karnataka,Kharif,15124,2855,7672,81,Non-Hybrid,214,5,General,138,26,75,187,13,26,277918,8168,14466,1039
Gujarat,Kharif,20277,2223,6587,63,Non-Hybrid,217,6,Cold,81,26,74,191,20,29,385650,5660,8969,954
Karnataka,Kharif,13744,1808,6792,93,Non-Hybrid,272,4,Cold,114,25,74,155,17,24,294339,9056,9702,1103
Rajasthan,Kharif,23336,2579,7407,68,Hybrid,262,4,General,167,25,59,168,20,23,349637,6176,14351,921
Tamil Nadu,Rabi,19541,2013,7576,79,Non-Hybrid,309,4,Cold,177,28,73,108,15,21,329998,8121,14578,1196
Karnataka,Rabi,11001,1789,8314,64,Non-Hybrid,206,5,General,83,28,69,164,14,26,359837,5021,14720,1114
Uttar Pradesh,Rabi,10001,1240,7944,66,Hybrid,264,4,General,163,26,74,136,15,24,323378,9564,12500,1101
Rajasthan,Kharif,22722,1248,8261,68,Hybrid,218,5,Cold,123,25,54,126,14,27,389561,11520,9125,1141
West Bengal,Rabi,20894,1691,6737,70,Hybrid,309,7,General,179,24,53,129,16,23,351590,11121,8504,920
West Bengal,Rabi,16331,1296,6223,62,Non-Hybrid,230,6,Cold,135,24,56,113,16,20,389126,8728,13547,1049
Maharashtra,Kharif,23886,2425,8078,86,Non-Hybrid,296,5,Cold,123,28,54,167,20,22,253662,6524,8461,1024
Uttar Pradesh,Kharif,19885,2011,6224,60,Non-Hybrid,310,6,Cold,123,27,65,115,16,30,368680,10706,10060,955
Andhra Pradesh,Rabi,23951,2892,6823,90,Hybrid,294,7,General,134,29,60,179,15,26,292621,6983,11373,906
Maharashtra,Kharif,19518,1280,6683,80,Non-Hybrid,288,4,General,130,30,59,103,17,30,324260,6125,14806,978
Gujarat,Kharif,10205,1906,7244,91,Non-Hybrid,260,7,General,176,26,64,161,16,28,393250,5865,9689,1141
Gujarat,Rabi,13852,2352,6302,76,Hybrid,269,5,General,158,25,54,186,20,30,338970,11752,10277,1114
Gujarat,Rabi,13179,2298,6686,81,Hybrid,281,5,Cold,166,24,65,115,14,26,357137,5986,8663,1134
Gujarat,Kharif,11354,1685,7387,89,Hybrid,264,6,General,172,28,50,179,14,24,399248,11022,13311,1070
Punjab,Kharif,13739,2117,6067,93,Hybrid,222,4,Cold,153,25,74,196,14,22,311746,8038,11771,1050
Karnataka,Rabi,22594,1420,6917,71,Hybrid,229,5,General,81,28,68,142,15,21,316036,10040,8933,1060
Punjab,Kharif,16941,1356,6809,67,Non-Hybrid,253,5,Cold,126,26,64,134,17,22,283026,8550,8518,1010
Maharashtra,Rabi,15730,2903,6232,67,Hybrid,288,4,Cold,130,26,52,124,14,29,296105,11616,10875,1119
Maharashtra,Rabi,11855,1518,8197,84,Hybrid,200,7,Cold,110,25,64,180,15,20,353489,8270,9669,1152
Karnataka,Rabi,13565,2068,6111,65,Hybrid,205,5,Cold,131,25,54,150,12,27,325923,6977,8045,922
Madhya Pradesh,Kharif,15103,2694,6335,80,Non-Hybrid,317,6,General,85,30,56,114,18,26,364753,7609,8866,925
Uttar Pradesh,Kharif,10518,2195,6037,79,Non-Hybrid,258,5,Cold,102,24,72,149,12,25,353326,10462,14171,1112
Andhra Pradesh,Rabi,15254,1565,6456,62,Non-Hybrid,235,4,Cold,148,29,50,178,18,20,262190,5326,14183,930
Gujarat,Rabi,16178,1995,6680,72,Hybrid,300,5,General,136,24,72,198,13,21,289988,7079,13467,1015
Gujarat,Rabi,16287,2530,6300,91,Non-Hybrid,200,4,Cold,180,24,57,166,14,21,262278,11881,11133,920
Karnataka,Kharif,20794,1696,8025,76,Non-Hybrid,228,4,Cold,132,30,69,101,17,25,378864,10112,13166,1082
Madhya Pradesh,Kharif,24895,1901,6609,91,Non-Hybrid,282,4,Cold,102,26,73,160,17,23,313382,8998,14918,1006
Rajasthan,Rabi,19747,2676,7222,88,Hybrid,284,7,Cold,113,25,69,110,12,23,358277,6542,14627,1134
Punjab,Rabi,19817,2810,6342,67,Non-Hybrid,226,4,Cold,155,27,73,137,16,22,300997,11400,9782,985
Madhya Pradesh,Kharif,17518,2789,8077,84,Non-Hybrid,305,6,Cold,103,25,66,132,20,23,267360,9766,10690,1125
Andhra Pradesh,Rabi,23784,1218,7608,62,Hybrid,300,4,General,140,25,70,169,12,21,269326,11561,8563,1142
Maharashtra,Rabi,10536,2110,7644,65,Hybrid,293,6,Cold,144,26,60,138,14,25,339951,5446,14208,1134
Andhra Pradesh,Kharif,23418,1765,7492,86,Non-Hybrid,313,4,Cold,177,26,56,151,12,23,313301,7933,12509,977
Maharashtra,Kharif,11452,2044,7093,87,Non-Hybrid,256,6,Cold,180,25,68,164,18,25,348042,8170,12265,1156
Madhya Pradesh,Rabi,24335,2175,8147,82,Non-Hybrid,269,4,Cold,115,26,71,139,17,28,357865,5246,11703,1041
Rajasthan,Kharif,15057,1339,6457,95,Hybrid,225,4,General,153,28,70,196,14,20,373468,6277,14702,1151
Andhra Pradesh,Kharif,18254,2426,7200,82,Hybrid,215,4,General,100,30,58,174,18,30,385016,9946,12200,1117
Uttar Pradesh,Kharif,17279,1358,6492,87,Hybrid,211,7,General,125,30,67,140,19,24,295477,5086,12425,1065
Karnataka,Rabi,15925,1287,6268,75,Non-Hybrid,308,6,Cold,107,30,68,173,16,27,372218,9256,11736,1116
Madhya Pradesh,Rabi,18711,1255,6447,77,Hybrid,209,5,General,149,27,59,134,12,28,270877,5668,12874,1012
West Bengal,Rabi,19705,2934,7859,90,Non-Hybrid,277,7,Cold,130,27,50,196,17,24,318881,5503,9076,972
Andhra Pradesh,Rabi,20865,1458,6612,76,Hybrid,216,7,Cold,169,30,70,124,13,29,351383,10254,8367,920
Andhra Pradesh,Kharif,17369,2477,7796,71,Hybrid,307,4,General,145,26,56,124,16,25,258256,10997,13134,1096
Uttar Pradesh,Kharif,21715,1677,7838,71,Non-Hybrid,222,4,General,112,28,70,179,16,23,365108,10488,9574,1100
Tamil Nadu,Kharif,15858,2162,6713,88,Non-Hybrid,221,7,General,94,27,73,195,13,24,275771,9648,12067,1097
Madhya Pradesh,Rabi,14972,2871,8104,91,Hybrid,292,6,Cold,116,24,72,122,16,24,352196,11356,11945,1014
Rajasthan,Rabi,10164,1759,7181,91,Hybrid,299,5,Cold,92,28,62,125,12,30,293908,8049,13505,1137
Uttar Pradesh,Kharif,15988,2667,7611,93,Hybrid,221,6,Cold,137,30,54,137,16,25,308070,8807,11568,1176
Uttar Pradesh,Rabi,19531,2976,6540,60,Hybrid,216,5,Cold,112,29,61,111,20,27,258113,11739,11890,1134
Rajasthan,Kharif,16975,2540,6054,60,Hybrid,284,5,Cold,92,29,62,196,18,25,385535,10040,9078,1007
Tamil Nadu,Kharif,19215,1572,6306,73,Hybrid,285,5,Cold,115,24,69,169,20,20,295239,6032,14008,1004
Madhya Pradesh,Rabi,18346,1278,7774,78,Hybrid,255,4,General,161,24,74,110,17,22,366286,10952,8721,909
Tamil Nadu,Rabi,15070,1227,7473,85,Non-Hybrid,230,7,General,175,25,58,191,18,24,342877,9999,10952,1042
Gujarat,Rabi,10755,1541,7053,60,Non-Hybrid,291,5,Cold,87,27,63,145,15,26,364333,7454,8176,1046
Rajasthan,Kharif,14953,1716,7353,69,Non-Hybrid,248,7,General,179,24,53,133,20,26,331166,6846,10782,1068
Uttar Pradesh,Kharif,14428,1932,7778,63,Hybrid,221,4,Cold,177,30,54,182,17,23,376997,6766,11333,940
Madhya Pradesh,Kharif,21012,2897,7953,65,Hybrid,214,4,General,127,29,55,177,15,24,291623,7320,9595,1069
Madhya Pradesh,Rabi,14164,2202,6943,93,Hybrid,200,6,Cold,103,29,57,101,12,20,306719,10624,13420,960
Punjab,Rabi,20876,1959,6336,73,Hybrid,312,6,Cold,118,27,75,169,13,30,297042,5477,10484,927
Uttar Pradesh,Kharif,15030,1970,7096,86,Non-Hybrid,246,4,General,95,29,57,134,15,21,379054,11551,13025,1039
Madhya Pradesh,Kharif,10584,2928,7197,67,Hybrid,240,4,Cold,157,25,64,113,18,24,297251,5023,9495,942
Rajasthan,Kharif,14766,1278,7057,82,Hybrid,201,4,General,107,29,56,101,20,22,291668,7679,12786,1056
Madhya Pradesh,Rabi,13482,2868,6944,66,Non-Hybrid,305,5,Cold,173,24,70,119,17,23,255471,10676,14530,1032
Madhya Pradesh,Kharif,20392,1769,7075,68,Hybrid,281,4,General,180,25,63,149,17,22,272128,10292,14936,1115
Maharashtra,Rabi,16782,2423,6688,69,Hybrid,235,6,Cold,125,25,51,156,15,28,375988,10072,11464,976
Tamil Nadu,Rabi,17607,2966,8169,85,Hybrid,235,7,Cold,93,24,53,151,15,25,335356,8642,12850,1176
Karnataka,Rabi,19516,2833,6770,71,Non-Hybrid,235,6,General,125,24,75,168,19,22,390115,5344,12158,1003
Uttar Pradesh,Kharif,16015,1884,6365,94,Non-Hybrid,300,4,General,171,28,73,188,12,29,319934,9851,8946,1184
Madhya Pradesh,Rabi,23593,1435,6252,92,Hybrid,230,4,General,166,25,59,114,15,29,328177,9635,12900,1019
Uttar Pradesh,Kharif,13517,2189,7081,91,Hybrid,229,4,General,85,29,58,104,13,24,285405,5534,11394,1087
Madhya Pradesh,Rabi,21067,2908,8026,75,Non-Hybrid,285,5,General,147,25,63,183,12,21,334343,8825,14005,1030
Gujarat,Kharif,18375,2360,6204,64,Non-Hybrid,234,7,General,85,30,57,195,20,23,271861,10571,8486,1083
Andhra Pradesh,Rabi,11816,2714,8052,75,Non-Hybrid,251,6,Cold,108,28,72,186,17,28,306700,7907,10755,1123
Andhra Pradesh,Rabi,12693,1377,6103,71,Non-Hybrid,214,4,Cold,124,27,56,132,14,25,281344,5225,9641,1027
Andhra Pradesh,Rabi,13185,2720,8289,73,Hybrid,289,4,General,143,25,64,112,15,28,398131,7620,8234,1165
Tamil Nadu,Rabi,24339,1850,8151,75,Non-Hybrid,248,6,Cold,151,27,66,107,19,26,340081,10551,14642,1098
Punjab,Rabi,11230,2020,6943,81,Hybrid,267,7,General,114,30,73,169,12,29,312425,10442,9067,1126
Tamil Nadu,Kharif,17937,1683,7684,71,Hybrid,263,7,General,143,27,70,150,16,24,343791,10337,9158,928
Uttar Pradesh,Kharif,23556,2040,6160,70,Non-Hybrid,307,6,Cold,104,27,66,105,16,25,255790,5083,14142,989
Gujarat,Kharif,21112,1211,7196,90,Non-Hybrid,319,6,Cold,144,27,62,148,16,28,355132,6555,11238,919
Rajasthan,Rabi,14688,1640,7026,62,Non-Hybrid,262,5,General,114,24,73,160,15,22,271640,7924,12256,1165
Uttar Pradesh,Kharif,16798,1295,6573,64,Non-Hybrid,284,4,General,100,26,57,195,14,21,324572,8359,13087,954
Madhya Pradesh,Kharif,19037,2783,7361,68,Hybrid,265,7,Cold,128,26,55,199,19,24,375378,11751,8420,1018
Uttar Pradesh,Kharif,12109,2827,6395,80,Hybrid,242,7,General,178,24,71,178,16,23,250949,11003,13209,902
Uttar Pradesh,Kharif,17442,2673,6452,68,Hybrid,297,7,Cold,150,28,56,179,16,26,273582,10089,8797,1131
Gujarat,Rabi,11360,1528,7713,76,Non-Hybrid,211,7,General,165,25,66,139,13,20,361332,6345,9889,1034
Andhra Pradesh,Kharif,19651,1414,8262,60,Non-Hybrid,250,5,Cold,97,24,57,106,20,26,368087,11347,8385,904
West Bengal,Kharif,24465,1470,6754,79,Hybrid,288,5,General,132,27,57,194,17,28,308177,10453,10925,924
Madhya Pradesh,Rabi,24744,1947,8038,61,Non-Hybrid,226,7,Cold,98,25,54,157,17,23,334328,8304,11753,991
Andhra Pradesh,Rabi,16736,1712,6594,72,Non-Hybrid,305,5,Cold,146,25,59,179,13,21,254573,8688,14844,909
West Bengal,Kharif,22412,2788,6025,91,Non-Hybrid,320,4,General,136,27,52,127,19,25,399199,10736,12360,1100
Tamil Nadu,Rabi,23647,1450,7727,61,Hybrid,308,4,Cold,150,30,60,164,13,29,374970,11214,11196,1114
Tamil Nadu,Kharif,21151,2009,6318,71,Non-Hybrid,317,4,General,118,28,52,146,20,25,355515,7018,12715,1000
Gujarat,Rabi,23876,2135,6081,95,Hybrid,219,7,Cold,173,27,69,105,14,23,337990,5521,14929,961
Punjab,Kharif,11180,1388,8123,93,Non-Hybrid,296,4,General,99,30,70,107,17,25,264384,7175,9760,1024
Rajasthan,Rabi,13764,2843,6914,73,Non-Hybrid,287,4,General,151,26,59,130,20,30,295817,11974,9557,1044
Madhya Pradesh,Kharif,20315,2913,6043,67,Non-Hybrid,228,7,General,151,24,55,183,14,22,338880,8180,13745,922
Maharashtra,Rabi,12736,2767,7467,60,Hybrid,283,6,General,179,26,67,176,15,27,307136,5467,10943,1076
Andhra Pradesh,Rabi,14550,2772,6505,75,Hybrid,275,4,General,178,24,55,160,14,20,281652,10856,13174,1155
Uttar Pradesh,Kharif,14911,2328,6077,94,Hybrid,220,5,Cold,108,26,54,126,19,28,373997,5475,11707,1070
Karnataka,Rabi,19749,2158,7390,75,Hybrid,245,4,General,165,28,64,117,16,25,351998,6875,9904,960
Maharashtra,Kharif,22726,1439,6482,82,Hybrid,312,6,General,99,28,68,167,13,24,353940,8230,11163,1078
Madhya Pradesh,Kharif,13739,2664,6856,68,Non-Hybrid,316,5,Cold,165,24,66,100,13,27,315366,10222,10794,1100
Uttar Pradesh,Kharif,13854,2573,6996,92,Non-Hybrid,284,5,Cold,151,25,55,195,17,25,347524,7089,11075,902
Gujarat,Rabi,21183,1508,6747,60,Non-Hybrid,258,6,Cold,156,29,61,145,19,27,328339,10964,8503,1049
Karnataka,Rabi,24372,1897,6822,76,Hybrid,291,4,General,175,26,50,173,12,23,399475,5325,9410,1132
Madhya Pradesh,Kharif,15645,2230,8234,66,Hybrid,251,7,Cold,106,29,73,125,12,22,331354,9665,11718,1092
Tamil Nadu,Rabi,15756,2152,6064,69,Non-Hybrid,305,6,General,138,26,52,157,17,26,299629,5120,10543,1001
Madhya Pradesh,Rabi,22159,1318,6693,94,Hybrid,286,6,General,112,24,64,177,15,26,282448,8004,10215,1181
Rajasthan,Rabi,12488,1435,6228,71,Hybrid,268,4,General,139,27,60,102,20,27,261568,11782,14544,1178
Andhra Pradesh,Rabi,19220,1223,8259,94,Hybrid,200,5,General,82,28,55,121,14,23,391185,9553,8022,902
West Bengal,Rabi,18269,2512,7448,93,Hybrid,255,7,General,169,27,56,158,20,24,274024,7738,14114,1057
Andhra Pradesh,Kharif,23602,1256,6486,67,Hybrid,265,4,General,164,24,51,200,15,22,294849,8168,11167,999
Madhya Pradesh,Kharif,12714,1906,8188,77,Non-Hybrid,300,7,General,117,26,58,164,18,27,321139,6838,11367,1127
Uttar Pradesh,Rabi,23466,1517,6331,75,Hybrid,201,5,Cold,166,28,58,192,15,21,310259,5918,11622,945
Maharashtra,Rabi,12070,2429,8250,78,Non-Hybrid,246,4,Cold,125,24,69,196,16,29,250760,10963,8898,1191
West Bengal,Kharif,12564,2016,6522,89,Non-Hybrid,282,6,Cold,133,25,65,185,19,24,254269,5445,9750,1146
Rajasthan,Kharif,12718,2598,7733,68,Non-Hybrid,297,4,Cold,116,30,53,154,15,22,399979,9399,13588,1189
Andhra Pradesh,Kharif,14766,1377,8296,61,Hybrid,237,4,Cold,127,27,69,103,20,25,340948,6366,8436,961
Andhra Pradesh,Kharif,20763,1555,6247,84,Non-Hybrid,203,5,General,135,26,67,198,13,23,376755,11171,8735,1070
Maharashtra,Rabi,10820,2255,8246,91,Hybrid,262,4,General,169,29,61,123,18,29,365963,8090,13183,961
Gujarat,Rabi,13434,2264,7948,64,Non-Hybrid,286,6,Cold,166,26,59,187,19,22,331838,9839,11009,1082
Madhya Pradesh,Rabi,14394,2201,7510,90,Non-Hybrid,232,5,Cold,126,27,75,177,12,23,300119,6880,8299,1194
Uttar Pradesh,Rabi,13183,2399,6215,84,Non-Hybrid,306,4,General,86,27,72,124,15,28,369333,5329,8087,942
West Bengal,Rabi,12874,2489,6440,93,Non-Hybrid,296,5,General,179,29,68,114,13,26,288992,6724,10995,1043
Madhya Pradesh,Rabi,17396,2167,6774,67,Non-Hybrid,218,7,Cold,108,24,55,107,15,30,392362,11787,10864,926
Punjab,Rabi,22917,1470,7903,93,Non-Hybrid,259,5,Cold,152,29,57,166,18,21,276004,6545,12428,1054
Maharashtra,Rabi,23621,2860,6609,71,Hybrid,259,6,Cold,104,24,50,190,15,28,300467,5695,11337,945
Gujarat,Kharif,15444,2759,7054,91,Hybrid,302,7,Cold,151,27,72,105,19,21,306318,7542,8731,1045
Gujarat,Rabi,24091,1673,7515,64,Hybrid,205,5,General,102,26,75,199,14,29,373747,7436,13122,900
Karnataka,Rabi,13668,2145,6852,95,Non-Hybrid,300,7,General,171,25,72,132,15,23,322381,10095,11758,969
Rajasthan,Kharif,24001,1672,8231,85,Hybrid,306,5,Cold,163,25,74,112,19,23,274107,6939,12360,936
Madhya Pradesh,Kharif,14181,2475,6478,70,Hybrid,320,4,Cold,111,24,65,192,14,22,324681,9675,14235,1088
Maharashtra,Kharif,22995,1964,7906,67,Non-Hybrid,202,4,General,138,27,69,118,12,20,288510,6258,14628,1116
Punjab,Kharif,19164,2388,6263,69,Hybrid,273,5,Cold,129,30,69,161,16,25,350598,7808,8102,954
Uttar Pradesh,Kharif,16354,1687,7115,75,Hybrid,287,4,General,98,26,51,120,18,26,350200,11735,12342,1200
Rajasthan,Rabi,18520,1960,6703,77,Non-Hybrid,293,4,General,142,27,71,142,20,28,309096,10829,12766,934
West Bengal,Kharif,20700,1218,7719,65,Non-Hybrid,214,7,Cold,146,25,58,194,14,22,303200,11471,14270,983
Madhya Pradesh,Kharif,17636,2267,8267,72,Hybrid,232,7,General,163,27,61,129,15,21,273970,10558,11933,1027
Rajasthan,Rabi,24671,1477,7786,93,Non-Hybrid,230,5,Cold,135,25,60,110,14,27,336394,8306,12143,1137
Punjab,Kharif,15878,2008,8290,75,Non-Hybrid,264,7,General,174,26,73,161,15,27,377497,6231,9125,1054
Tamil Nadu,Kharif,12870,2691,7559,86,Non-Hybrid,222,5,Cold,153,27,53,116,14,23,276075,9100,13044,943
Maharashtra,Kharif,22399,1895,7569,67,Hybrid,244,5,Cold,175,26,65,150,20,30,362217,8745,10927,1134
Tamil Nadu,Kharif,13048,1848,7411,69,Non-Hybrid,300,4,Cold,146,28,62,178,12,24,278289,7547,12712,1039
Karnataka,Rabi,19923,1602,8115,60,Non-Hybrid,225,7,General,108,28,66,123,18,28,303505,5631,10746,1191
