Region,Season,Production Volume (Tonnes),Cultivated Area (Hectares),Yield (kg/ha),Irrigation Coverage (%),Seed Type,Fertilizer Usage (kg/ha),Pesticide Usage (L/ha),Storage Availability,Rainfall (mm),Temperature (°C),Humidity (%),Labor Availability,Wholesale Price (₹/kg),Retail Price (₹/kg),Domestic Consumption (Tonnes),Export Volume (Tonnes),Processing Demand (Tonnes),Transportation Cost (₹/tonne)
Tamil Nadu,Rabi,14408,2801,7975,92,Hybrid,263,4,General,154,30,63,138,20,28,359102,9724,14116,1105
Gujarat,Kharif,10309,2814,7553,60,Non-Hybrid,202,7,Cold,96,24,52,152,19,28,353700,8951,10067,1083
Tamil Nadu,Rabi,16942,1991,6045,94,Non-Hybrid,217,4,Cold,91,24,69,152,13,22,270672,5447,8733,1012
Gujarat,Kharif,23480,1478,7816,66,Non-Hybrid,303,7,Cold,176,24,50,150,15,29,376645,11413,10230,1018
Punjab,Rabi,23400,2815,7549,95,Hybrid,211,6,Cold,138,26,64,189,17,30,377534,8336,11615,1139
West Bengal,Kharif,22213,1534,6120,87,Non-Hybrid,309,7,Cold,155,28,53,125,18,24,293520,7422,12026,953
Gujarat,Kharif,12566,1414,7023,60,Hybrid,220,6,Cold,126,30,73,140,12,26,365456,7837,12485,908
Andhra Pradesh,Kharif,24490,1841,7882,95,Hybrid,290,5,Cold,125,30,58,177,13,23,282315,5595,10623,1017
Madhya Pradesh,Rabi,23776,2417,8280,90,Non-Hybrid,226,4,General,166,30,73,163,15,23,303840,6924,9475,1154
Andhra Pradesh,Rabi,19939,2908,7251,61,Non-Hybrid,294,6,General,172,29,53,197,16,25,255716,5444,12688,950
West Bengal,Rabi,12957,2608,6531,89,Non-Hybrid,230,5,Cold,121,24,74,192,19,20,383065,6360,11591,1155
Gujarat,Kharif,10633,2348,6936,63,Non-Hybrid,272,7,Cold,145,25,50,179,13,28,346129,9163,14054,1093
Punjab,Kharif,13520,2472,6799,75,Non-Hybrid,313,5,General,167,29,56,132,19,27,381057,8235,9519,1044
Andhra Pradesh,Kharif,22456,2411,6909,92,Hybrid,247,5,Cold,179,27,65,145,17,28,355815,8888,10671,1002
Uttar Pradesh,Kharif,22412,2674,7970,63,Non-Hybrid,297,4,General,120,30,70,168,14,23,367495,9826,14446,1089
Gujarat,Kharif,21966,1921,6054,71,Non-Hybrid,286,5,Cold,155,26,71,141,14,24,294695,6665,10894,911
Karnataka,Rabi,15925,1795,7220,89,Non-Hybrid,241,5,Cold,153,30,69,120,12,22,283410,8341,10662,1100
Madhya Pradesh,Kharif,14903,1490,7014,63,Hybrid,257,7,Cold,175,30,71,164,13,27,349012,11891,8027,1170
Punjab,Kharif,11020,1515,6732,76,Hybrid,251,7,Cold,180,27,62,103,20,24,328881,8330,11205,1078
Karnataka,Rabi,23732,1264,6477,78,Non-Hybrid,222,7,Cold,123,25,71,186,18,20,307053,10487,11453,1055
Maharashtra,Kharif,18400,2125,6828,87,Non-Hybrid,214,5,General,126,25,56,128,18,30,398562,5710,8534,923
Punjab,Kharif,17614,1861,7893,82,Hybrid,252,6,General,111,26,50,190,15,25,353922,10689,11396,1125
Gujarat,Rabi,22279,1699,7804,92,Hybrid,273,4,General,172,26,70,147,14,21,253151,8400,9376,1198
Madhya Pradesh,Kharif,10449,2089,6686,68,Non-Hybrid,238,7,Cold,137,25,75,114,12,24,338061,11141,9051,1199
Karnataka,Kharif,11057,2968,7248,72,Non-Hybrid,260,7,General,160,26,59,143,16,21,397630,11524,11992,1045
Andhra Pradesh,Kharif,18890,1980,6004,60,Hybrid,269,4,Cold,157,26,55,179,14,20,301199,5007,13209,977
Maharashtra,Rabi,13002,2798,7350,92,Non-Hybrid,216,5,General,174,26,66,173,20,22,288214,7301,14378,994
Uttar Pradesh,Kharif,20743,2542,7013,81,Non-Hybrid,313,7,Cold,95,29,69,176,15,22,367318,7857,14639,932
Rajasthan,Rabi,24831,2554,6908,64,Hybrid,289,4,Cold,80,29,62,151,17,26,269621,8778,13289,1027
Tamil Nadu,Kharif,24853,2444,7992,81,Non-Hybrid,302,7,General,137,24,56,135,13,21,386037,5648,10548,1181
Punjab,Rabi,15719,1546,6372,89,Hybrid,309,4,Cold,87,30,63,145,18,23,263919,9209,12611,1107
Punjab,Rabi,16691,1783,7369,84,Non-Hybrid,241,6,General,142,28,66,154,16,24,299395,9570,12499,1060
Andhra Pradesh,Kharif,16933,2318,7352,94,Non-Hybrid,221,4,General,122,29,69,124,16,25,270029,8948,14546,1071
Madhya Pradesh,Rabi,22431,1574,7155,90,Hybrid,306,7,General,98,29,68,153,19,25,391247,5072,12859,1192
Rajasthan,Kharif,20559,2069,7577,82,Hybrid,310,7,Cold,177,25,71,191,17,29,265171,9299,12675,923
Gujarat,Rabi,22637,2905,7056,73,Hybrid,309,6,General,152,30,65,177,19,22,399207,7345,14473,1151
Uttar Pradesh,Kharif,13570,1322,7786,66,Non-Hybrid,203,5,Cold,158,26,58,132,12,23,370536,11009,10089,1177
Tamil Nadu,Kharif,21541,1531,8161,79,Non-Hybrid,309,6,General,100,25,65,125,13,26,311328,9045,12223,1097
Madhya Pradesh,Rabi,22451,1544,6520,94,Hybrid,202,7,General,147,30,66,143,16,20,391169,10291,14235,1091
Rajasthan,Rabi,20370,1835,8328,78,Hybrid,293,4,General,108,26,70,197,20,27,250817,10213,14328,998
West Bengal,Kharif,20039,2799,6924,82,Non-Hybrid,228,5,Cold,115,29,61,136,12,28,258151,8928,13094,1106
Gujarat,Rabi,21493,2272,7469,85,Non-Hybrid,258,5,General,172,29,59,194,20,26,338180,8403,9844,917
Andhra Pradesh,Kharif,22879,2792,6269,68,Hybrid,235,6,Cold,171,29,64,175,12,23,357211,9845,13779,1096
Punjab,Rabi,16879,2501,6059,74,Hybrid,306,7,General,163,29,70,119,12,20,254030,5513,8111,1100
Madhya Pradesh,Rabi,14206,2401,7678,89,Hybrid,231,7,Cold,132,24,58,138,15,23,343121,9486,14134,1142
Madhya Pradesh,Rabi,14163,2131,7519,70,Non-Hybrid,231,6,Cold,169,29,61,149,18,29,295242,6897,11976,946
Andhra Pradesh,Kharif,23905,1584,8075,90,Hybrid,275,4,Cold,133,27,75,114,13,30,361378,7303,12208,1096
Andhra Pradesh,Rabi,12624,1901,6925,72,Hybrid,300,5,General,123,26,66,196,12,27,272053,6091,13997,928
Rajasthan,Kharif,14019,2640,6201,71,Hybrid,264,7,General,156,25,70,107,14,28,349928,11547,11771,1071
Andhra Pradesh,Kharif,14264,2477,7055,92,Non-Hybrid,275,4,Cold,136,28,51,129,19,29,297388,9699,8277,1051
Uttar Pradesh,Rabi,13648,1470,7503,77,Hybrid,311,5,General,90,25,67,126,15,27,377135,7751,13269,1169
Tamil Nadu,Rabi,12083,2434,6209,88,Non-Hybrid,278,5,General,179,24,68,169,12,29,385734,10804,13389,935
Karnataka,Rabi,16812,1221,6279,87,Hybrid,276,6,General,167,27,58,127,20,20,257935,8692,12320,1150
Rajasthan,Rabi,17781,2478,6828,80,Hybrid,231,7,General,131,27,66,109,16,22,371853,8990,11685,1167
West Bengal,Kharif,11205,2975,8217,60,Non-Hybrid,234,4,Cold,159,29,62,172,16,23,313571,7267,13766,1197
Karnataka,Rabi,20536,1952,6472,75,Non-Hybrid,308,7,General,178,27,66,152,14,23,260644,7324,9013,1017
Madhya Pradesh,Kharif,15246,2010,7069,66,Non-Hybrid,254,6,Cold,180,27,56,186,13,23,361432,6286,13701,1136
Tamil Nadu,Kharif,13789,2284,6297,75,Hybrid,223,5,General,119,26,67,197,18,28,305688,7179,13107,946
Madhya Pradesh,Rabi,11778,2743,7672,64,Non-Hybrid,297,5,General,107,29,53,119,13,23,361096,8813,9486,1117
Maharashtra,Kharif,17525,1478,7965,82,Hybrid,236,4,Cold,127,27,63,145,18,30,339135,10752,13232,957
Karnataka,Kharif,22800,1270,6865,91,Hybrid,267,4,General,122,25,73,126,14,20,363718,7934,12420,1089
Tamil Nadu,Kharif,10872,1249,6871,66,Non-Hybrid,277,7,General,164,29,62,114,20,26,340060,6394,11199,1115
Andhra Pradesh,Kharif,23702,1796,6922,88,Non-Hybrid,306,7,Cold,90,26,52,157,14,28,364455,11645,13832,1031
Karnataka,Kharif,12494,1843,8061,77,Hybrid,275,6,Cold,162,26,74,154,19,30,366523,11428,13441,1070
Maharashtra,Rabi,23326,1883,8247,91,Hybrid,257,4,Cold,158,24,67,180,18,28,321480,9232,11528,950
Gujarat,Rabi,14123,1227,7843,74,Hybrid,224,5,Cold,99,27,59,140,12,27,327136,8824,13246,1014
Maharashtra,Rabi,16352,1254,7810,89,Non-Hybrid,267,4,General,156,29,62,194,17,28,285181,7708,12062,1060
Gujarat,Rabi,22221,2400,7839,70,Hybrid,223,7,Cold,142,24,63,181,19,28,287237,11671,10721,1046
Tamil Nadu,Kharif,20312,1755,7198,69,Hybrid,243,5,Cold,89,25,67,144,17,24,291874,8625,12673,1043
Andhra Pradesh,Kharif,19695,1844,6985,84,Non-Hybrid,274,7,General,146,29,74,174,20,26,379785,5221,11838,1073
Karnataka,Kharif,19318,2534,7879,82,Non-Hybrid,235,6,General,97,29,61,159,16,20,364245,10454,9114,1112
West Bengal,Kharif,20186,1215,6380,65,Hybrid,220,6,Cold,137,27,58,186,19,21,355328,5821,13393,1198
Gujarat,Rabi,11765,2863,6547,84,Hybrid,272,6,General,144,29,55,199,16,23,260817,9858,12914,1185
Karnataka,Kharif,16851,1406,7566,82,Non-Hybrid,308,5,Cold,143,25,59,111,16,22,375777,9900,14879,961
Madhya Pradesh,Kharif,20148,2883,8163,72,Non-Hybrid,216,7,General,179,27,64,200,16,25,335330,6862,9379,976
Punjab,Kharif,22211,2722,7328,69,Non-Hybrid,298,4,Cold,109,24,53,100,15,26,287575,11835,14119,1063
West Bengal,Rabi,15955,1555,8092,89,Hybrid,245,6,Cold,162,29,53,143,17,30,297541,7671,14432,937
Madhya Pradesh,Kharif,21561,1919,6786,68,Hybrid,277,7,Cold,169,29,74,180,16,28,307418,10609,11677,999
Madhya Pradesh,Rabi,23571,1434,7264,95,Non-Hybrid,263,5,General,176,24,64,109,17,20,299688,11151,8923,1085
Karnataka,Rabi,24362,1678,7749,79,Hybrid,219,7,Cold,110,24,52,184,13,20,310114,10590,14153,1197
Madhya Pradesh,Kharif,17749,2869,7772,72,Hybrid,320,7,Cold,84,27,69,173,20,30,394367,8901,8321,1173
Andhra Pradesh,Kharif,14243,2407,8273,65,Hybrid,237,7,General,128,25,74,165,19,22,310822,6391,8657,923
Karnataka,Rabi,22077,2239,6609,81,Hybrid,216,6,General,92,29,54,109,20,21,324901,11512,13302,911
West Bengal,Rabi,23185,2318,6194,85,Non-Hybrid,263,7,Cold,180,29,75,161,17,24,340034,5424,14214,978
Punjab,Rabi,22095,2317,6786,62,Non-Hybrid,298,4,General,110,30,58,168,13,26,303215,5668,14889,1158
Andhra Pradesh,Kharif,20778,1808,6599,66,Hybrid,204,6,General,157,26,67,137,20,24,311263,5559,8871,1004
Karnataka,Kharif,22644,2770,7761,72,Hybrid,226,7,Cold,111,29,59,102,14,29,373025,7032,10906,934
West Bengal,Kharif,22957,1217,6291,75,Hybrid,314,4,Cold,87,29,65,113,14,25,340585,6243,9594,1043
Punjab,Rabi,12819,1331,8023,91,Hybrid,227,4,General,103,29,59,167,15,23,299505,5798,14081,1038
Tamil Nadu,Rabi,11574,1442,7895,81,Non-Hybrid,255,4,General,169,29,71,173,15,23,322464,10648,14521,1036
Gujarat,Rabi,24744,2052,7795,66,Hybrid,293,6,Cold,163,25,53,134,16,20,383855,5285,11457,903
Karnataka,Kharif,10892,2755,8159,62,Non-Hybrid,255,4,General,139,24,58,137,14,22,296215,5353,13610,1171
Uttar Pradesh,Rabi,14462,2747,7682,91,Hybrid,303,5,General,171,28,50,177,12,25,298171,6256,13465,1114
Punjab,Kharif,12530,1936,6848,64,Non-Hybrid,296,5,Cold,168,24,53,160,17,22,374296,9479,13227,1157
Gujarat,Kharif,24082,2449,7446,80,Hybrid,272,5,Cold,98,29,72,102,19,25,399155,10739,9082,1094
Maharashtra,Rabi,19557,2697,7820,73,Non-Hybrid,268,6,Cold,142,26,67,194,18,21,383335,10038,11285,1157
Rajasthan,Rabi,12506,1240,6843,90,Hybrid,205,6,Cold,158,29,58,127,17,27,303648,9885,10734,944
Punjab,Rabi,10155,2142,7735,66,Hybrid,285,6,Cold,111,30,62,109,13,24,392624,11456,8812,1149
Uttar Pradesh,Kharif,18862,1259,6453,94,Hybrid,266,4,General,155,26,57,122,15,29,275844,10669,14857,1114
Gujarat,Rabi,12433,2450,6616,94,Hybrid,299,5,General,115,24,60,159,13,26,272315,9006,8850,1075
Rajasthan,Rabi,12472,1962,7378,73,Hybrid,257,6,General,170,24,72,164,19,25,319972,10909,10250,929
Maharashtra,Kharif,16691,1570,6554,85,Hybrid,262,4,Cold,91,24,75,193,15,29,264392,7543,8643,1037
Maharashtra,Kharif,13229,1577,6293,83,Non-Hybrid,274,6,General,171,26,63,141,17,29,293328,8433,9902,1042
West Bengal,Kharif,11106,1351,7291,80,Non-Hybrid,294,5,Cold,80,28,64,146,15,28,340139,7194,10248,918
Maharashtra,Kharif,12997,2379,7698,84,Non-Hybrid,299,4,General,112,24,70,169,15,24,250690,9201,12958,1034
Maharashtra,Rabi,24713,1423,6233,68,Hybrid,292,4,General,150,29,54,147,18,30,319369,8458,12982,1042
Punjab,Rabi,22168,2500,6271,78,Hybrid,256,5,General,175,28,63,111,15,30,313435,11536,12278,1096
Punjab,Kharif,12477,1260,7155,92,Hybrid,301,7,Cold,84,30,62,194,14,23,363664,6772,11450,952
Maharashtra,Rabi,15755,2773,7175,61,Non-Hybrid,259,7,Cold,132,30,61,142,15,25,314121,5714,13037,989
Andhra Pradesh,Rabi,19987,1231,7088,66,Hybrid,203,7,Cold,176,30,72,104,20,21,292456,11019,8612,1046
Andhra Pradesh,Kharif,21470,1463,7258,65,Non-Hybrid,286,5,Cold,155,30,55,198,15,30,311762,9640,13685,1117
West Bengal,Kharif,24207,2099,6176,78,Non-Hybrid,301,7,General,140,29,72,160,15,30,294364,5755,12781,937
Tamil Nadu,Kharif,12868,1525,6443,60,Non-Hybrid,212,6,General,93,29,61,129,17,25,251576,5533,8528,1143
Madhya Pradesh,Rabi,13753,2434,6599,89,Hybrid,200,5,Cold,98,26,55,169,12,27,367009,8110,10331,1105
Gujarat,Kharif,19994,1831,6126,84,Hybrid,205,4,Cold,97,25,54,129,18,29,357864,11406,8347,926
Karnataka,Rabi,11699,2395,6002,72,Hybrid,249,5,Cold,108,30,65,100,15,23,338925,5790,13239,974
Madhya Pradesh,Kharif,14977,1220,7314,89,Non-Hybrid,253,4,Cold,127,25,50,127,16,28,355016,5047,11774,1033
Punjab,Kharif,18957,2617,7033,72,Non-Hybrid,226,7,Cold,85,24,65,173,14,20,335802,10045,9708,1103
Rajasthan,Rabi,13798,1600,6353,60,Non-Hybrid,234,7,Cold,168,25,63,161,15,23,316749,7474,9522,995
West Bengal,Rabi,10000,2129,6520,89,Non-Hybrid,202,7,General,84,30,61,103,12,24,352325,5143,14815,1049
West Bengal,Rabi,14155,1497,7926,68,Non-Hybrid,206,5,Cold,107,28,52,109,16,21,350482,7131,12260,1031
Uttar Pradesh,Kharif,18255,1550,8059,80,Hybrid,200,7,Cold,145,25,52,106,14,30,270066,9418,12775,1117
Rajasthan,Kharif,17633,1210,8073,76,Non-Hybrid,237,4,General,115,24,56,146,19,26,290464,7944,9010,979
Andhra Pradesh,Rabi,17875,2692,6811,60,Hybrid,201,5,General,110,29,61,142,18,24,298355,10855,12569,1085
Rajasthan,Kharif,11203,1505,7452,69,Non-Hybrid,246,6,Cold,155,29,62,141,13,26,254475,7910,9234,1127
West Bengal,Kharif,15766,1542,7378,91,Hybrid,213,7,General,94,26,50,134,16,21,297160,8472,11392,1147
Andhra Pradesh,Kharif,12104,2822,6197,60,Non-Hybrid,236,6,Cold,133,29,66,171,20,29,331730,5344,13356,963
Gujarat,Kharif,14411,2602,6259,71,Hybrid,263,5,Cold,132,24,56,148,19,29,266853,11795,8122,910
Madhya Pradesh,Rabi,20118,2887,7627,77,Non-Hybrid,286,4,General,152,30,74,200,12,28,277279,10718,9640,1020
Madhya Pradesh,Kharif,24865,1925,6842,60,Hybrid,248,5,Cold,143,26,74,151,14,22,384462,10246,11254,918
Karnataka,Kharif,12070,2415,6892,69,Non-Hybrid,229,6,General,132,29,53,105,20,30,323545,6776,9038,1028
Andhra Pradesh,Rabi,10072,2258,6329,72,Hybrid,256,6,General,140,27,63,120,12,24,356009,5397,13061,949
Gujarat,Rabi,21347,1644,7569,82,Hybrid,311,6,Cold,114,25,58,184,14,22,286542,10826,12765,1200
Karnataka,Kharif,18334,2185,8176,63,Non-Hybrid,275,4,Cold,180,26,53,152,18,20,292445,8100,14322,1140
Karnataka,Rabi,14516,2815,7446,65,Non-Hybrid,212,5,Cold,87,27,57,196,12,20,334952,10392,11948,1192
Andhra Pradesh,Kharif,24553,1648,7556,65,Hybrid,309,6,General,152,28,59,163,12,21,325169,6438,9429,1169
Maharashtra,Rabi,16316,2617,6137,67,Hybrid,287,4,Cold,97,24,59,108,20,20,286267,10333,8377,1046
Punjab,Kharif,21310,1579,6727,85,Non-Hybrid,232,5,General,123,29,56,176,12,22,267513,10967,9082,1099
West Bengal,Kharif,22083,2548,6192,95,Hybrid,296,5,Cold,112,28,62,160,13,23,376081,10605,12554,1132
Rajasthan,Kharif,10999,2619,6496,88,Hybrid,225,5,Cold,146,30,70,183,14,30,391340,6043,11632,971
West Bengal,Kharif,21083,2409,6268,77,Hybrid,217,7,General,121,24,67,150,18,26,264205,5154,11150,1126
Gujarat,Rabi,20888,1584,6526,69,Non-Hybrid,209,4,Cold,122,25,70,140,15,29,390125,6446,8077,1147
Rajasthan,Kharif,17748,2095,7987,77,Non-Hybrid,287,5,Cold,135,26,63,120,13,26,306405,5763,14548,1115
Gujarat,Kharif,16895,2750,7693,62,Hybrid,208,7,Cold,123,28,51,141,17,24,303794,7169,13708,1159
Andhra Pradesh,Kharif,22983,1553,6009,63,Hybrid,240,5,Cold,122,24,72,146,20,30,389898,6394,9638,1025
Maharashtra,Kharif,17597,2441,7077,72,Non-Hybrid,264,4,General,177,26,68,150,12,24,373405,7284,12839,1002
Andhra Pradesh,Kharif,18111,1822,7833,62,Hybrid,319,4,Cold,153,24,63,191,15,25,350987,6218,10066,1056
Punjab,Kharif,14516,1815,6401,76,Non-Hybrid,226,7,General,118,25,63,139,14,29,271382,9104,10737,1152
Uttar Pradesh,Kharif,19519,1379,6228,65,Hybrid,297,4,Cold,85,29,73,163,16,20,267677,8393,13561,953
Gujarat,Rabi,23682,2318,6397,81,Hybrid,314,6,Cold,138,30,73,178,18,22,373267,6383,13818,1023
West Bengal,Kharif,12883,1274,7183,73,Hybrid,229,5,General,90,26,67,105,12,29,389323,9318,13600,933
Punjab,Kharif,17313,2871,6378,67,Non-Hybrid,214,6,Cold,142,29,58,177,12,22,279770,6530,12052,934
Maharashtra,Rabi,24186,2539,6955,66,Non-Hybrid,210,7,Cold,90,29,62,145,16,27,383665,9441,13384,1139
Uttar Pradesh,Kharif,19564,2779,8162,92,Hybrid,253,7,General,129,29,71,191,19,24,266274,7467,13703,976
Andhra Pradesh,Rabi,22873,2727,7560,80,Hybrid,293,7,General,178,27,73,184,15,23,341477,11726,12040,942
Gujarat,Kharif,12967,1285,8074,62,Hybrid,216,5,Cold,84,26,54,170,16,22,266447,8426,8202,1133
Andhra Pradesh,Rabi,20005,2201,7704,64,Hybrid,237,6,General,111,27,69,123,17,26,250738,11981,8001,977
Andhra Pradesh,Kharif,10895,2525,6001,84,Non-Hybrid,312,7,Cold,133,29,60,170,20,27,287000,6743,8339,949
Madhya Pradesh,Rabi,18726,1562,7845,68,Non-Hybrid,245,4,Cold,87,27,62,166,19,28,256348,5300,9105,1073
Andhra Pradesh,Rabi,12293,2719,7139,87,Non-Hybrid,293,7,Cold,154,29,71,199,15,29,390980,7211,9782,1110
Madhya Pradesh,Kharif,23479,1441,6186,84,Non-Hybrid,300,5,Cold,96,26,60,183,18,22,385589,10936,11590,1164
Andhra Pradesh,Rabi,12157,1241,6117,62,Hybrid,222,5,Cold,154,29,51,188,17,21,278160,8164,9198,978
Maharashtra,Rabi,20482,1353,7864,64,Hybrid,228,5,General,119,28,66,197,13,28,352760,11317,13099,1115
Tamil Nadu,Rabi,21537,2917,7164,93,Hybrid,228,4,Cold,146,28,59,165,20,30,272985,7494,8596,1027
Karnataka,Kharif,17674,2201,6882,94,Hybrid,289,7,General,154,28,56,162,16,28,341724,10921,9875,1108
West Bengal,Kharif,12946,1922,6525,88,Non-Hybrid,301,6,Cold,92,26,71,197,12,23,366311,5795,11783,972
Karnataka,Rabi,11726,2848,8243,82,Non-Hybrid,253,7,Cold,160,24,75,185,17,27,326877,6202,14688,1170
Uttar Pradesh,Kharif,18190,2786,6379,69,Non-Hybrid,284,4,General,94,25,65,158,12,30,258229,7997,13106,983
Tamil Nadu,Rabi,20758,2161,7277,70,Non-Hybrid,310,7,Cold,109,25,71,110,16,24,347561,9135,9687,985
Uttar Pradesh,Kharif,23427,2714,7512,61,Hybrid,298,4,Cold,175,29,56,177,15,20,347158,5469,14494,1155
West Bengal,Rabi,15975,2859,6824,85,Non-Hybrid,318,4,Cold,138,25,73,183,12,22,261757,10061,12122,1048
Uttar Pradesh,Rabi,20516,1901,7429,87,Hybrid,220,4,General,111,29,73,149,14,24,263724,7208,14258,919
Gujarat,Rabi,23255,2878,7561,64,Non-Hybrid,214,5,Cold,180,25,74,144,18,27,373458,7804,12614,914
Tamil Nadu,Rabi,23999,2989,8093,80,Hybrid,295,7,Cold,86,24,52,158,15,20,280452,9016,10775,944
Gujarat,Kharif,12425,1882,8329,90,Hybrid,257,5,Cold,102,30,59,103,14,21,373695,11509,10316,1106
Maharashtra,Kharif,22967,2825,7607,62,Hybrid,227,7,General,167,29,66,170,16,23,368489,6955,8165,1075
Madhya Pradesh,Kharif,24881,2317,6211,87,Hybrid,224,6,Cold,134,24,55,126,20,26,362854,10385,12730,981
West Bengal,Rabi,21891,2914,7780,80,Non-Hybrid,301,7,General,170,27,66,162,16,27,317465,7320,12292,1108
Andhra Pradesh,Kharif,16534,2464,6696,73,Hybrid,244,4,General,140,26,54,152,16,22,309124,7743,8929,1045
Uttar Pradesh,Rabi,24894,1270,6048,87,Non-Hybrid,258,5,Cold,174,25,60,186,16,22,270767,7365,12061,1175
Punjab,Rabi,18382,2636,7988,69,Hybrid,302,4,Cold,134,29,66,123,19,24,286880,9841,13451,1005
Madhya Pradesh,Rabi,15491,1215,7931,72,Non-Hybrid,317,6,Cold,105,29,56,100,18,23,378119,7125,13338,987
West Bengal,Kharif,14918,2757,6194,61,Non-Hybrid,309,7,General,125,28,60,120,15,29,356764,7063,10111,1193
Karnataka,Rabi,20071,2768,6011,88,Hybrid,273,7,Cold,85,29,58,195,14,27,396370,6184,12931,1066
Gujarat,Rabi,16892,2603,7296,89,Non-Hybrid,273,5,Cold,174,25,58,149,19,22,311642,7431,9252,1183
Maharashtra,Kharif,21627,2105,7834,84,Non-Hybrid,227,5,Cold,117,26,64,105,17,26,272557,6554,12659,1130
Maharashtra,Kharif,11951,1694,6015,88,Non-Hybrid,261,7,General,81,25,65,198,13,24,273973,7670,10458,965
Madhya Pradesh,Kharif,21732,2181,7633,75,Hybrid,304,5,General,143,28,54,114,19,26,262885,8707,12635,932
Punjab,Kharif,24479,1748,7489,81,Non-Hybrid,274,7,General,83,29,51,106,13,29,310181,8924,12336,919
Karnataka,Rabi,15272,2728,7463,84,Hybrid,297,4,Cold,112,30,69,165,16,22,378438,5272,11984,1104
Punjab,Kharif,24317,1360,6654,60,Non-Hybrid,251,5,General,162,24,66,172,17,22,297212,10551,14275,952
Madhya Pradesh,Rabi,22536,2846,6850,93,Hybrid,305,6,General,103,24,58,160,17,22,263022,11833,8690,1113
Rajasthan,Rabi,16338,2643,8282,86,Hybrid,293,6,General,95,26,54,192,14,20,383228,8403,11740,1016
Madhya Pradesh,Rabi,16030,2865,8027,82,Hybrid,288,7,Cold,179,26,68,136,16,25,373754,7350,9765,1034
Uttar Pradesh,Kharif,11833,1514,6824,84,Non-Hybrid,205,5,Cold,138,27,57,195,14,28,330099,11743,10671,1167
Maharashtra,Rabi,22379,1294,6466,83,Non-Hybrid,305,7,Cold,124,30,63,177,17,21,326874,11961,13296,1148
Madhya Pradesh,Kharif,22880,2809,7304,93,Non-Hybrid,288,7,General,153,29,68,199,15,30,319600,8660,12640,916
Tamil Nadu,Kharif,15694,1699,7278,95,Non-Hybrid,261,5,Cold,179,29,75,180,14,22,267373,5758,11590,1192
Madhya Pradesh,Kharif,23767,1911,7605,66,Non-Hybrid,203,6,General,152,29,52,140,14,28,316181,11430,11297,986
Karnataka,Kharif,24356,2168,7380,72,Non-Hybrid,239,4,Cold,88,30,55,135,18,25,311037,8177,12932,1057
Tamil Nadu,Kharif,20396,2867,7969,92,Hybrid,272,7,General,150,25,64,117,19,20,322162,5630,8449,1018
Gujarat,Kharif,11736,1662,8321,93,Hybrid,205,4,Cold,171,24,58,119,16,30,329476,7154,12419,926
Uttar Pradesh,Rabi,18997,1975,7498,66,Hybrid,293,5,General,118,30,52,148,17,27,276645,8254,10596,933
Andhra Pradesh,Rabi,19837,1859,6973,62,Hybrid,238,4,Cold,140,29,71,128,18,23,257353,7181,14236,1150
Rajasthan,Rabi,23901,1495,7226,66,Non-Hybrid,267,5,General,137,27,67,154,14,20,349767,7050,14209,1033
Uttar Pradesh,Kharif,19745,1253,6501,79,Non-Hybrid,245,5,Cold,146,29,71,118,18,21,258446,10356,11774,1037
West Bengal,Kharif,22830,2489,6298,66,Hybrid,293,7,General,138,25,59,168,12,20,287685,5353,11303,1127
Karnataka,Kharif,15429,2335,7774,71,Non-Hybrid,270,7,General,128,30,61,175,13,24,392214,8917,9231,1156
Tamil Nadu,Rabi,22633,1232,7140,88,Non-Hybrid,254,7,Cold,148,30,51,169,16,26,315782,5685,10948,988
Punjab,Kharif,13566,2928,7771,80,Non-Hybrid,296,7,General,175,30,67,114,12,24,362323,7153,8734,1070
Maharashtra,Rabi,16160,1746,7245,70,Hybrid,235,4,General,139,24,75,120,17,30,358296,6183,14930,914
Rajasthan,Rabi,10392,2384,8171,74,Hybrid,284,5,General,145,24,71,158,14,25,326486,10555,9556,1197
Punjab,Kharif,21355,2984,7395,67,Hybrid,238,6,Cold,168,27,58,138,15,27,384102,9878,11287,953
Gujarat,Kharif,19284,1532,6775,68,Non-Hybrid,261,7,General,153,30,67,102,15,24,328270,5064,13608,1168
Andhra Pradesh,Kharif,15107,1428,6619,92,Non-Hybrid,292,7,Cold,118,25,69,191,17,29,377648,11321,12179,1132
Tamil Nadu,Kharif,21647,1902,7948,68,Hybrid,217,5,General,178,29,68,168,16,21,343944,5932,8192,982
Punjab,Kharif,16545,1601,6519,62,Non-Hybrid,265,5,General,161,24,54,174,14,29,327420,8824,11649,984
Madhya Pradesh,Kharif,11085,1261,7558,86,Non-Hybrid,310,5,General,105,30,57,103,19,22,300574,6456,11869,1051
Karnataka,Kharif,22251,2533,6781,85,Non-Hybrid,218,4,General,124,29,64,112,13,22,317957,6846,10864,1088
Gujarat,Rabi,15491,2478,7518,89,Non-Hybrid,301,5,General,94,28,68,163,15,27,348485,11584,13374,1141
Tamil Nadu,Kharif,16641,1861,7952,78,Hybrid,227,7,General,168,25,65,200,16,20,376111,8234,8378,1049
Rajasthan,Rabi,22129,2706,8183,70,Hybrid,289,7,Cold,138,30,74,151,15,22,332251,7842,13777,1096
